time,weight,,,,
725.917119,5.9,,,,
726.013771,5.9,,,,
726.125714,5.9,,,,
726.222615,6,,,,
726.334238,6,,,,
726.429826,5.9,,,,
726.541779,5.9,,,,
726.637887,5.9,,,,
726.749427,6,,,,
726.846072,6,,,,
726.957868,5.9,,,,
727.054263,5.9,,,,
727.16715,5.9,,,,
727.279134,5.9,,,,
727.374565,5.9,,,,
727.488198,5.9,,,,
727.582335,5.9,,,,
727.694403,5.9,,,,
727.790368,5.9,,,,
727.90428,5.9,,,,
727.998641,5.9,,,,
728.094508,5.9,,,,
728.208327,5.9,,,,
728.303119,5.9,,,,
728.414956,5.9,,,,
728.511091,6,,,,
728.624573,6,,,,
728.719126,6,,,,
728.831972,6,,,,
728.927436,6,,,,
729.039159,6,,,,
729.151555,6,,,,
729.249157,6,,,,
729.359182,6,,,,
729.457336,6,,,,
729.567153,6,,,,
729.663751,6,,,,
729.775771,6,,,,
729.87348,6,,,,
729.983992,5.9,,,,
730.079534,5.9,,,,
730.193401,6,,,,
730.288048,5.9,,,,
730.400173,5.9,,,,
730.497924,5.9,,,,
730.608305,5.9,,,,
730.704485,6,,,,
730.816575,6,,,,
730.914241,6,,,,
731.024547,6,,,,
731.120749,6,,,,
731.233279,5.9,,,,
731.32914,5.9,,,,
731.44098,5.9,,,,
731.536815,5.9,,,,
731.649071,5.9,,,,
731.761145,5.9,,,,
731.857376,5.9,,,,
731.969121,5.8,,,,
732.065996,5.8,,,,
732.17757,5.9,,,,
732.274515,5.9,,,,
732.385618,5.9,,,,
732.483102,5.9,,,,
732.593034,5.9,,,,
732.689101,5.9,,,,
732.801957,5.9,,,,
732.899026,5.9,,,,
733.010215,5.9,,,,
733.105316,5.9,,,,
733.219146,5.9,,,,
733.313801,5.9,,,,
733.410178,5.9,,,,
733.523523,5.9,,,,
733.61814,5.8,,,,
733.730204,5.8,,,,
733.842998,5.9,,,,
733.938864,5.9,,,,
734.034464,5.9,,,,
734.148065,5.9,,,,
734.25848,5.9,,,,
734.354558,5.9,,,,
734.468559,5.9,,,,
734.564507,5.9,,,,
734.675011,5.9,,,,
734.772734,5.9,,,,
734.883061,5.9,,,,
734.979095,5.9,,,,
735.093018,5.9,,,,
735.188926,5.9,,,,
735.299276,5.9,,,,
735.396381,5.9,,,,
735.508091,5.9,,,,
735.603463,5.9,,,,
735.715664,5.9,,,,
735.813333,5.9,,,,
735.92431,5.9,,,,
736.020138,5.9,,,,
736.131913,5.9,,,,
736.229006,5.9,,,,
736.340341,5.9,,,,
736.436938,5.9,,,,
736.548076,5.9,,,,
736.644127,6,,,,
736.756491,6,,,,
736.869153,6,,,,
736.964546,6,,,,
737.076604,6,,,,
737.172417,5.9,,,,
737.284541,5.9,,,,
737.380704,5.9,,,,
737.493055,5.9,,,,
737.589149,5.9,,,,
737.700621,5.9,,,,
737.797181,5.9,,,,
737.909142,5.9,,,,
738.006841,5.9,,,,
738.118858,5.9,,,,
738.213763,5.9,,,,
738.326297,5.9,,,,
738.42311,5.9,,,,
738.519075,5.9,,,,
738.629158,5.9,,,,
738.743253,5.9,,,,
738.854553,5.9,,,,
738.949389,5.9,,,,
739.06338,5.9,,,,
739.158176,5.9,,,,
739.269195,5.9,,,,
739.365704,5.9,,,,
739.479119,6,,,,
739.574138,6,,,,
739.669459,6,,,,
739.782195,6,,,,
739.879135,6,,,,
739.99039,6,,,,
740.088012,6,,,,
740.198862,6,,,,
740.294619,6,,,,
740.406233,6,,,,
740.504317,6,,,,
740.614339,6,,,,
740.710785,6,,,,
740.824506,6,,,,
740.919127,6,,,,
741.031299,6,,,,
741.128859,6,,,,
741.239104,6,,,,
741.335091,6,,,,
741.448868,6,,,,
741.544492,6,,,,
741.654846,6.1,,,,
741.750727,6.1,,,,
741.863594,6.1,,,,
741.959097,6.1,,,,
742.073243,6,,,,
742.184506,6,,,,
742.279811,6,,,,
742.376015,6,,,,
742.489186,6,,,,
742.600096,6,,,,
742.69779,6,,,,
742.792333,6,,,,
742.904114,6,,,,
743.017919,6,,,,
743.129143,6,,,,
743.224552,6,,,,
743.336672,6,,,,
743.434233,6,,,,
743.544496,6,,,,
743.640423,6,,,,
743.73887,5.9,,,,
743.848406,5.9,,,,
743.944553,5.9,,,,
744.058868,5.9,,,,
744.15298,5.9,,,,
744.264794,5.9,,,,
744.361083,5.9,,,,
744.473523,6,,,,
744.569159,6,,,,
744.681385,6,,,,
744.779122,6,,,,
744.889179,6,,,,
745.001717,6,,,,
745.097665,6,,,,
745.210169,6.1,,,,
745.305446,6.1,,,,
745.419196,6.1,,,,
745.514657,6.1,,,,
745.627754,6.1,,,,
745.722869,6.1,,,,
745.834624,6.1,,,,
745.930302,6.1,,,,
746.042504,6.1,,,,
746.139184,6,,,,
746.252129,6,,,,
746.347986,6,,,,
746.45881,6,,,,
746.554551,6,,,,
746.666905,6,,,,
746.764458,6,,,,
746.874202,6,,,,
746.971011,6,,,,
747.083311,6,,,,
747.179456,6,,,,
747.291304,6,,,,
747.387065,6,,,,
747.498994,6,,,,
747.596998,6,,,,
747.707782,6,,,,
747.804561,6,,,,
747.91554,6,,,,
748.012982,6,,,,
748.124532,6,,,,
748.219134,6,,,,
748.331783,6,,,,
748.427957,6,,,,
748.540385,6,,,,
748.636315,6.1,,,,
748.747932,6.1,,,,
748.844181,6.1,,,,
748.956407,6.1,,,,
749.054238,6.1,,,,
749.164162,6.1,,,,
749.277171,6.1,,,,
749.373043,6.1,,,,
749.484662,6.1,,,,
749.580726,6.1,,,,
749.694383,6.1,,,,
749.788967,6.1,,,,
749.900502,6.1,,,,
749.997418,6.1,,,,
750.109134,6.1,,,,
750.205041,6.1,,,,
750.318871,6.1,,,,
750.413388,6,,,,
750.524765,6,,,,
750.622033,6,,,,
750.734535,6,,,,
750.829449,6,,,,
750.940743,6,,,,
751.038865,6,,,,
751.149103,6,,,,
751.246462,6,,,,
751.357906,6,,,,
751.454238,6,,,,
751.565763,6,,,,
751.662141,6,,,,
751.77445,6,,,,
751.870271,6,,,,
751.982278,6,,,,
752.078522,6,,,,
752.190222,6,,,,
752.304281,6,,,,
752.39912,6,,,,
752.494555,6,,,,
752.607218,6,,,,
752.704411,6,,,,
752.814904,6,,,,
752.910983,6,,,,
753.02313,6,,,,
753.119134,6,,,,
753.232818,6.1,,,,
753.32887,6.1,,,,
753.439187,6.1,,,,
753.536995,6.1,,,,
753.647343,6.1,,,,
753.759177,6.1,,,,
753.855659,6.1,,,,
753.967127,6.1,,,,
754.063757,6.1,,,,
754.175748,6.1,,,,
754.272342,6.1,,,,
754.384243,6.1,,,,
754.479172,6.1,,,,
754.592081,6.1,,,,
754.688249,6.1,,,,
754.800261,6.1,,,,
754.896746,6.1,,,,
755.009179,6.1,,,,
755.104554,6.1,,,,
755.218,6.1,,,,
755.312395,6.1,,,,
755.424519,6.1,,,,
755.5197,6.1,,,,
755.634284,6.1,,,,
755.728316,6.1,,,,
755.840735,6.1,,,,
755.937921,6.1,,,,
756.049098,6.1,,,,
756.144975,6.1,,,,
756.257295,6.1,,,,
756.35448,6.1,,,,
756.46685,6.1,,,,
756.561399,6.1,,,,
756.673247,6.1,,,,
756.787173,6.1,,,,
756.881726,6.1,,,,
756.993163,6.1,,,,
757.089769,6.1,,,,
757.203288,6.1,,,,
757.29775,6.1,,,,
757.410361,6.1,,,,
757.506596,6.1,,,,
757.602213,6.1,,,,
757.714448,6.1,,,,
757.810388,6.1,,,,
757.923196,6.1,,,,
758.018925,6.1,,,,
758.130256,6.1,,,,
758.228015,6.2,,,,
758.338222,6.2,,,,
758.434548,6.2,,,,
758.546405,6.2,,,,
758.642442,6.2,,,,
758.754534,6.2,,,,
758.850352,6.2,,,,
758.962921,6.2,,,,
759.058543,6.2,,,,
759.171219,6.2,,,,
759.268863,6.2,,,,
759.37937,6.2,,,,
759.492889,6.2,,,,
759.587142,6.2,,,,
759.699146,6.2,,,,
759.812782,6.2,,,,
759.907329,6.1,,,,
760.019393,6.1,,,,
760.117466,6.1,,,,
760.22917,6.1,,,,
760.324471,6.1,,,,
760.437473,6.2,,,,
760.533518,6.2,,,,
760.62909,6.2,,,,
760.740152,6.2,,,,
760.837832,6.2,,,,
760.948138,6.2,,,,
761.044391,6.2,,,,
761.156378,6.2,,,,
761.252863,6.2,,,,
761.364268,6.2,,,,
761.460302,6.1,,,,
761.572413,6.1,,,,
761.669047,6.1,,,,
761.780511,6.1,,,,
761.876743,6.1,,,,
761.988678,6.1,,,,
762.084884,6.1,,,,
762.196569,6.1,,,,
762.294554,6.1,,,,
762.405248,6.2,,,,
762.502873,6.2,,,,
762.614474,6.2,,,,
762.709134,6.2,,,,
762.821685,6.2,,,,
762.933287,6.2,,,,
763.02909,6.2,,,,
763.141123,6.2,,,,
763.237654,6.2,,,,
763.349154,6.2,,,,
763.445597,6.2,,,,
763.559137,6.2,,,,
763.653871,6.2,,,,
763.765385,6.2,,,,
763.86113,6.2,,,,
763.973826,6.2,,,,
764.069347,6.2,,,,
764.182137,6.2,,,,
764.278905,6.2,,,,
764.390402,6.2,,,,
764.488156,6.2,,,,
764.59847,6.2,,,,
764.694563,6.2,,,,
764.808318,6.2,,,,
764.904191,6.3,,,,
765.014812,6.3,,,,
765.110207,6.3,,,,
765.223196,6.3,,,,
765.319187,6.3,,,,
765.432888,6.3,,,,
765.528877,6.3,,,,
765.638581,6.3,,,,
765.735528,6.3,,,,
765.849065,6.3,,,,
765.944507,6.3,,,,
766.055906,6.3,,,,
766.153255,6.3,,,,
766.26407,6.3,,,,
766.377543,6.3,,,,
766.472026,6.3,,,,
766.584495,6.3,,,,
766.680183,6.3,,,,
766.792219,6.3,,,,
766.888138,6.3,,,,
767.000417,6.3,,,,
767.097869,6.3,,,,
767.209145,6.3,,,,
767.304557,6.3,,,,
767.418148,6.3,,,,
767.512549,6.3,,,,
767.624467,6.3,,,,
767.720496,6.3,,,,
767.83296,6.3,,,,
767.928865,6.3,,,,
768.04099,6.3,,,,
768.13721,6.2,,,,
768.248823,6.2,,,,
768.345057,6.2,,,,
768.456616,6.1,,,,
768.553691,6.1,,,,
768.667022,6.1,,,,
768.761396,6.1,,,,
768.873606,6.1,,,,
768.969094,6.1,,,,
769.083256,6.1,,,,
769.177825,6.1,,,,
769.289135,6,,,,
769.401803,6,,,,
769.499186,6,,,,
769.60983,6,,,,
769.706876,6.1,,,,
769.818184,6.1,,,,
769.914526,6.1,,,,
770.027182,6.1,,,,
770.122345,6.1,,,,
770.217999,6.1,,,,
770.330306,6.1,,,,
770.428055,6.1,,,,
770.538867,6.1,,,,
770.634546,6.1,,,,
770.745978,6.1,,,,
770.842217,6.1,,,,
770.954557,6.1,,,,
771.05094,6.1,,,,
771.164503,6.1,,,,
771.259171,6.1,,,,
771.372887,6.1,,,,
771.468863,6.1,,,,
771.579465,6.1,,,,
771.676505,6.1,,,,
771.787235,6.1,,,,
771.899423,6.1,,,,
771.995762,6.1,,,,
772.107868,6.1,,,,
772.204549,6.1,,,,
772.315031,6.1,,,,
772.427783,6.1,,,,
772.524501,6.1,,,,
772.636103,6.1,,,,
772.732056,6.1,,,,
772.827502,6.1,,,,
772.940209,6.2,,,,
773.036492,6.2,,,,
773.149182,6.1,,,,
773.244382,6.1,,,,
773.356202,6.1,,,,
773.453253,6.2,,,,
773.564535,6.2,,,,
773.660555,6.1,,,,
773.774326,6.1,,,,
773.868143,6.1,,,,
773.980317,6.1,,,,
774.094283,6.1,,,,
774.189135,6.1,,,,
774.302359,6.1,,,,
774.396302,6.1,,,,
774.509146,6.2,,,,
774.60539,6.2,,,,
774.718414,6.2,,,,
774.814546,6.2,,,,
774.92701,6.2,,,,
775.021635,6.2,,,,
775.134498,6.2,,,,
775.229414,6.2,,,,
775.341994,6.2,,,,
775.437959,6.2,,,,
775.550204,6.2,,,,
775.646007,6.2,,,,
775.758111,6.2,,,,
775.853842,6.2,,,,
775.9663,6.2,,,,
776.064001,6.2,,,,
776.174499,6.2,,,,
776.270296,6.2,,,,
776.384231,6.2,,,,
776.478418,6.2,,,,
776.590294,6.2,,,,
776.687818,6.3,,,,
776.799157,6.3,,,,
776.894639,6.3,,,,
777.007268,6.3,,,,
777.119303,6.3,,,,
777.214955,6.3,,,,
777.327037,6.3,,,,
777.422516,6.3,,,,
777.534511,6.3,,,,
777.632094,6.2,,,,
777.727061,6.2,,,,
777.839116,6.3,,,,
777.935498,6.3,,,,
778.047783,6.3,,,,
778.143878,6.3,,,,
778.255973,6.3,,,,
778.35333,6.3,,,,
778.464248,6.3,,,,
778.560132,6.3,,,,
778.67347,6.3,,,,
778.768034,6.3,,,,
778.880328,6.3,,,,
778.992391,6.3,,,,
779.089092,6.3,,,,
779.200382,6.3,,,,
779.297956,6.3,,,,
779.40823,6.3,,,,
779.503996,6.3,,,,
779.616102,6.3,,,,
779.714246,6.3,,,,
779.824557,6.4,,,,
779.920524,6.4,,,,
780.018144,6.4,,,,
780.128959,6.5,,,,
780.224549,6.5,,,,
780.336757,6.5,,,,
780.448768,6.5,,,,
780.562829,6.5,,,,
780.658873,6.5,,,,
780.769118,6.4,,,,
780.867116,6.2,,,,
780.977434,6.2,,,,
781.074546,6.3,,,,
781.169302,6.3,,,,
781.283215,6.4,,,,
781.379107,6.4,,,,
781.489252,6.4,,,,
781.586556,6.4,,,,
781.699183,6.5,,,,
781.794231,6.5,,,,
781.905571,6.5,,,,
782.01817,6.5,,,,
782.11452,6.5,,,,
782.225942,6.5,,,,
782.322426,6.5,,,,
782.434549,6.5,,,,
782.530486,6.5,,,,
782.643065,6.5,,,,
782.73818,6.5,,,,
782.850398,6.5,,,,
782.948322,6.5,,,,
783.058979,6.5,,,,
783.154788,6.5,,,,
783.267006,6.5,,,,
783.363684,6.5,,,,
783.474681,6.4,,,,
783.572739,6.4,,,,
783.684415,6.4,,,,
783.778886,6.4,,,,
783.891298,6.4,,,,
783.987079,6.4,,,,
784.083585,6.4,,,,
784.195706,6.4,,,,
784.292833,6.4,,,,
784.403771,6.4,,,,
784.517546,6.4,,,,
784.613434,6.3,,,,
784.724499,6.3,,,,
784.819781,6.3,,,,
784.93361,6.3,,,,
785.027833,6.3,,,,
785.140389,6.3,,,,
785.236646,6.4,,,,
785.349187,6.4,,,,
785.444162,6.4,,,,
785.556644,6.4,,,,
785.652815,6.4,,,,
785.764543,6.4,,,,
785.860363,6.4,,,,
785.97245,6.4,,,,
786.068868,6.4,,,,
786.18084,6.4,,,,
786.276999,6.4,,,,
786.389082,6.4,,,,
786.484842,6.4,,,,
786.597291,6.4,,,,
786.693247,6.4,,,,
786.805298,6.4,,,,
786.901445,6.5,,,,
787.014525,6.6,,,,
787.109172,6.6,,,,
787.221363,6.6,,,,
787.317742,6.6,,,,
787.429151,6.6,,,,
787.525702,6.6,,,,
787.638862,6.6,,,,
787.734241,6.6,,,,
787.847567,6.5,,,,
787.942626,6.6,,,,
788.054131,6.6,,,,
788.166123,6.6,,,,
788.262269,6.6,,,,
788.374537,6.6,,,,
788.470211,6.7,,,,
788.583549,6.7,,,,
788.679157,6.7,,,,
788.790537,6.7,,,,
788.886654,6.7,,,,
788.999141,6.7,,,,
789.094551,6.7,,,,
789.208297,6.7,,,,
789.319103,6.6,,,,
789.414694,6.6,,,,
789.526173,6.6,,,,
789.623071,6.6,,,,
789.734994,6.6,,,,
789.831231,6.6,,,,
789.943836,6.6,,,,
790.038772,6.6,,,,
790.135369,6.6,,,,
790.24907,6.6,,,,
790.34448,6.6,,,,
790.456911,6.6,,,,
790.551883,6.6,,,,
790.664532,6.6,,,,
790.760038,6.6,,,,
790.8734,6.6,,,,
790.967964,6.6,,,,
791.080378,6.6,,,,
791.175148,6.6,,,,
791.287765,6.6,,,,
791.384462,6.6,,,,
791.497827,6.6,,,,
791.591873,6.5,,,,
791.704409,6.6,,,,
791.800403,6.6,,,,
791.914279,6.6,,,,
792.008258,6.6,,,,
792.120134,6.6,,,,
792.21679,6.7,,,,
792.3445,6.7,,,,
792.440933,6.7,,,,
792.552977,6.7,,,,
792.649209,6.6,,,,
792.746817,6.6,,,,
792.858108,6.6,,,,
792.954509,6.6,,,,
793.066478,6.6,,,,
793.161791,6.6,,,,
793.274551,6.6,,,,
793.369148,6.6,,,,
793.481393,6.6,,,,
793.579185,6.6,,,,
793.689166,6.6,,,,
793.78583,6.6,,,,
793.899189,6.6,,,,
793.994489,6.6,,,,
794.107661,6.6,,,,
794.20231,6.6,,,,
794.314294,6.5,,,,
794.410024,6.5,,,,
794.524239,6.5,,,,
794.618863,6.5,,,,
794.730383,6.5,,,,
794.828087,6.5,,,,
794.939142,6.5,,,,
795.034644,6.5,,,,
795.148348,6.5,,,,
795.24273,6.5,,,,
795.354852,6.5,,,,
795.451037,6.5,,,,
795.56456,6.5,,,,
795.658523,6.5,,,,
795.771157,6.5,,,,
795.867305,6.5,,,,
795.979235,6.5,,,,
796.077046,6.5,,,,
796.187108,6.5,,,,
796.283582,6.5,,,,
796.397258,6.5,,,,
796.49173,6.5,,,,
796.604498,6.5,,,,
796.699985,6.5,,,,
796.813456,6.6,,,,
796.907837,6.6,,,,
797.020314,6.5,,,,
797.117731,6.5,,,,
797.227929,6.6,,,,
797.340252,6.6,,,,
797.454237,6.6,,,,
797.548144,6.6,,,,
797.660418,6.6,,,,
797.757735,6.6,,,,
797.86887,6.6,,,,
797.964547,6.6,,,,
798.078192,6.6,,,,
798.172697,6.6,,,,
798.268072,6.6,,,,
798.380788,6.6,,,,
798.494513,6.6,,,,
798.589173,6.6,,,,
798.684969,6.7,,,,
798.796838,6.7,,,,
798.894531,6.7,,,,
799.005757,6.7,,,,
799.101529,6.7,,,,
799.21321,6.7,,,,
799.309399,6.7,,,,
799.423222,6.6,,,,
799.517746,6.6,,,,
799.629194,6.6,,,,
799.725724,6.6,,,,
799.83916,6.6,,,,
799.934299,6.6,,,,
800.047497,6.6,,,,
800.143562,6.6,,,,
800.254363,6.6,,,,
800.350399,6.6,,,,
800.462727,6.6,,,,
800.558674,6.6,,,,
800.67033,6.6,,,,
800.768034,6.6,,,,
800.879168,6.6,,,,
800.989787,6.6,,,,
801.087363,6.6,,,,
801.198915,6.6,,,,
801.294543,6.6,,,,
801.407171,6.6,,,,
801.504495,6.6,,,,
801.614906,6.6,,,,
801.712708,6.6,,,,
801.823023,6.6,,,,
801.935205,6.6,,,,
802.032766,6.6,,,,
802.144515,6.6,,,,
802.238946,6.5,,,,
802.351404,6.6,,,,
802.448866,6.6,,,,
802.559118,6.7,,,,
802.65705,6.6,,,,
802.76786,6.6,,,,
802.864536,6.5,,,,
802.959115,6.5,,,,
803.072277,6.6,,,,
803.184294,6.6,,,,
803.280122,6.6,,,,
803.377852,6.6,,,,
803.489171,6.6,,,,
803.584321,6.6,,,,
803.697881,6.6,,,,
803.793043,6.6,,,,
803.904534,6.6,,,,
804.000377,6.6,,,,
804.114283,6.6,,,,
804.209104,6.6,,,,
804.320714,6.6,,,,
804.416933,6.6,,,,
804.529213,6.6,,,,
804.624923,6.6,,,,
804.73785,6.6,,,,
804.83273,6.6,,,,
804.946864,6.6,,,,
805.056895,6.6,,,,
805.169188,6.6,,,,
805.2654,6.6,,,,
805.361333,6.6,,,,
805.473287,6.6,,,,
805.569149,6.5,,,,
805.682213,6.6,,,,
805.779143,6.6,,,,
805.889195,6.6,,,,
805.985579,6.6,,,,
806.098111,6.6,,,,
806.19425,6.6,,,,
806.306017,6.6,,,,
806.402264,6.6,,,,
806.51449,6.6,,,,
806.611954,6.6,,,,
806.722239,6.6,,,,
806.819145,6.6,,,,
806.93037,6.7,,,,
807.044236,6.7,,,,
807.138868,6.7,,,,
807.250391,6.7,,,,
807.346889,6.7,,,,
807.459114,6.7,,,,
807.554492,6.7,,,,
807.667056,6.7,,,,
807.76456,6.7,,,,
807.874465,6.7,,,,
807.971184,6.7,,,,
808.083293,6.7,,,,
808.179402,6.7,,,,
808.293003,6.7,,,,
808.387249,6.7,,,,
808.499177,6.7,,,,
808.597147,6.7,,,,
808.707557,6.7,,,,
808.804079,6.7,,,,
808.915154,6.7,,,,
809.011797,6.8,,,,
809.124464,6.8,,,,
809.220185,6.8,,,,
809.333002,6.8,,,,
809.427517,6.8,,,,
809.540343,6.8,,,,
809.637761,6.8,,,,
809.749184,6.8,,,,
809.844537,6.8,,,,
809.95609,6.8,,,,
810.054232,6.8,,,,
810.16448,6.8,,,,
810.260533,6.8,,,,
810.372658,6.8,,,,
810.469098,6.8,,,,
810.580401,6.8,,,,
810.678863,6.7,,,,
810.78865,6.7,,,,
810.884161,6.7,,,,
810.997715,6.7,,,,
811.108722,6.7,,,,
811.205886,6.7,,,,
811.318917,6.7,,,,
811.413761,6.7,,,,
811.527119,6.7,,,,
811.622636,6.7,,,,
811.734509,6.7,,,,
811.829133,6.8,,,,
811.943251,7.2,,,,
812.037633,7.4,,,,
812.133941,7.4,,,,
812.24733,7.4,,,,
812.342086,7.4,,,,
812.454515,7.5,,,,
812.550239,7.5,,,,
812.663721,7.5,,,,
812.774484,7.4,,,,
812.87038,7.4,,,,
812.981997,7.4,,,,
813.078869,7.4,,,,
813.190262,7.4,,,,
813.288164,7.4,,,,
813.399111,7.6,,,,
813.494678,7.7,,,,
813.606674,7.7,,,,
813.704473,7.6,,,,
813.814775,7.6,,,,
813.912694,7.6,,,,
814.022892,7.6,,,,
814.119165,7.6,,,,
814.230518,7.6,,,,
814.328778,7.7,,,,
814.438543,7.7,,,,
814.535639,7.7,,,,
814.64741,7.7,,,,
814.744327,7.7,,,,
814.855385,7.7,,,,
814.950756,7.7,,,,
815.063814,7.7,,,,
815.160028,7.7,,,,
815.271762,7.7,,,,
815.369135,7.7,,,,
815.479831,7.7,,,,
815.576286,7.6,,,,
815.688871,7.5,,,,
815.800345,7.4,,,,
815.897446,7.4,,,,
816.00905,7.4,,,,
816.104541,7.4,,,,
816.199838,7.3,,,,
816.312634,7.2,,,,
816.409173,7.2,,,,
816.520376,7.1,,,,
816.616916,7.1,,,,
816.729147,7,,,,
816.841063,6.9,,,,
816.937195,7,,,,
817.048461,7,,,,
817.144502,6.9,,,,
817.257215,6.9,,,,
817.353333,6.9,,,,
817.465373,7,,,,
817.561116,7,,,,
817.67452,7,,,,
817.769188,7.1,,,,
817.881814,7.2,,,,
817.979195,7.2,,,,
818.089936,7.2,,,,
818.187454,7.3,,,,
818.297162,7.4,,,,
818.394547,7.4,,,,
818.505464,7.3,,,,
818.602575,7.3,,,,
818.714548,7.3,,,,
818.82779,7.3,,,,
818.922688,7.3,,,,
819.034494,7.3,,,,
819.1304,7.3,,,,
819.244253,7.3,,,,
819.338181,7.3,,,,
819.450381,7.3,,,,
819.54705,7.3,,,,
819.658893,7.4,,,,
819.754862,7.4,,,,
819.868862,7.4,,,,
819.963432,7.4,,,,
820.059242,7.4,,,,
820.171118,7.4,,,,
820.268889,7.4,,,,
820.379179,7.4,,,,
820.476933,7.4,,,,
820.588023,7.4,,,,
820.684441,7.4,,,,
820.79517,7.4,,,,
820.893147,7.4,,,,
821.003656,7.3,,,,
821.099296,7.3,,,,
821.211208,7.3,,,,
821.307875,7.3,,,,
821.420398,7.3,,,,
821.532166,7.3,,,,
821.628112,7.3,,,,
821.724525,7.3,,,,
821.836282,7.3,,,,
821.948687,7.3,,,,
822.044511,7.3,,,,
822.157898,7.3,,,,
822.254234,7.3,,,,
822.364551,7.3,,,,
822.460395,7.3,,,,
822.572776,7.3,,,,
822.668606,7.3,,,,
822.780718,7.3,,,,
822.878394,7.3,,,,
822.989098,7.3,,,,
823.084881,7.3,,,,
823.198871,7.3,,,,
823.294546,7.3,,,,
823.405464,7.3,,,,
823.518902,7.3,,,,
823.614313,7.3,,,,
823.725451,7.3,,,,
823.823054,7.3,,,,
823.933382,7.3,,,,
824.029126,7.3,,,,
824.140828,7.3,,,,
824.236888,7.3,,,,
824.349586,7.3,,,,
824.44533,7.2,,,,
824.541665,7.2,,,,
824.65335,7.2,,,,
824.749132,7.2,,,,
824.861836,7.2,,,,
824.957536,7.2,,,,
825.069275,7.3,,,,
825.166023,7.3,,,,
825.277679,7.3,,,,
825.390266,7.3,,,,
825.487323,7.3,,,,
825.599145,7.3,,,,
825.694494,7.3,,,,
825.808303,7.3,,,,
825.903482,7.3,,,,
826.014687,7.3,,,,
826.110685,7.3,,,,
826.224392,7.3,,,,
826.318243,7.3,,,,
826.431251,7.3,,,,
826.527567,7.3,,,,
826.639294,7.2,,,,
826.736848,7.2,,,,
826.847768,7.2,,,,
826.944558,7.2,,,,
827.055211,7.2,,,,
827.151786,7.2,,,,
827.263732,7.2,,,,
827.359093,7.2,,,,
827.47286,7.2,,,,
827.567353,7.2,,,,
827.680199,7.2,,,,
827.777659,7.2,,,,
827.889109,7.2,,,,
827.984382,7.2,,,,
828.096651,7.2,,,,
828.193841,7.2,,,,
828.304027,7.2,,,,
828.400386,7.2,,,,
828.513575,7.2,,,,
828.609209,7.2,,,,
828.720174,7.2,,,,
828.818255,7.2,,,,
828.928972,7.2,,,,
829.024661,7.2,,,,
829.13703,7.2,,,,
829.233284,7.2,,,,
829.34499,7.2,,,,
829.442961,7.2,,,,
829.552943,7.2,,,,
829.648967,7.2,,,,
829.761466,7.2,,,,
829.857643,7.2,,,,
829.969591,7.2,,,,
830.06723,7.2,,,,
830.178314,7.2,,,,
830.289132,7.2,,,,
830.386662,7.2,,,,
830.483364,7.2,,,,
830.594506,7.2,,,,
830.70639,7.2,,,,
830.803314,7.2,,,,
830.914177,7.2,,,,
831.010391,7.2,,,,
831.124018,7.2,,,,
831.234395,7.3,,,,
831.330361,7.3,,,,
831.44424,7.3,,,,
831.539029,7.3,,,,
831.650386,7.3,,,,
831.74673,7.2,,,,
831.859187,7.2,,,,
831.954594,7.2,,,,
832.05101,7.3,,,,
832.163225,7.3,,,,
832.259094,7.3,,,,
832.371215,7.3,,,,
832.468479,7.3,,,,
832.579158,7.3,,,,
832.676987,7.3,,,,
832.787284,7.2,,,,
832.884481,7.2,,,,
832.996265,7.2,,,,
833.093188,7.2,,,,
833.20282,7.2,,,,
833.299222,7.3,,,,
833.412991,7.3,,,,
833.509107,7.3,,,,
833.620127,7.3,,,,
833.715194,7.3,,,,
833.828023,7.3,,,,
833.924548,7.3,,,,
834.036088,7.3,,,,
834.132345,7.3,,,,
834.244353,7.3,,,,
834.358026,7.3,,,,
834.452758,7.3,,,,
834.54914,7.3,,,,
834.660389,7.3,,,,
834.774457,7.3,,,,
834.869012,7.3,,,,
834.980833,7.3,,,,
835.077399,7.3,,,,
835.189123,7.3,,,,
835.285238,7.3,,,,
835.398887,7.3,,,,
835.494246,7.3,,,,
835.606949,7.3,,,,
835.702796,7.3,,,,
835.81459,7.4,,,,
835.909169,7.4,,,,
836.021716,7.4,,,,
836.118064,7.4,,,,
836.229183,7.4,,,,
836.341958,7.4,,,,
836.437723,7.4,,,,
836.550149,7.4,,,,
836.646266,7.4,,,,
836.759305,7.4,,,,
836.853482,7.4,,,,
836.967155,7.4,,,,
837.062452,7.4,,,,
837.174554,7.4,,,,
837.270184,7.4,,,,
837.366663,7.4,,,,
837.479071,7.4,,,,
837.574828,7.4,,,,
837.688343,7.4,,,,
837.784318,7.4,,,,
837.894731,7.4,,,,
837.990798,7.4,,,,
838.102952,7.4,,,,
838.199113,7.4,,,,
838.312323,7.4,,,,
838.408858,7.4,,,,
838.535337,7.4,,,,
838.631307,7.4,,,,
838.727469,7.4,,,,
838.839095,7.4,,,,
838.935421,7.4,,,,
839.049129,7.4,,,,
839.144282,7.4,,,,
839.25653,7.4,,,,
839.352142,7.4,,,,
839.464234,7.4,,,,
839.560163,7.4,,,,
839.672521,7.4,,,,
839.768858,7.4,,,,
839.879428,7.4,,,,
839.976236,7.4,,,,
840.088298,7.4,,,,
